CURSO,TURNO,CAMPUS,ANO,SEM,QUANTIDADE,CATEGORIA_TURNO,ANO_STR,DATA,SIGLA_CURSO
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2014,2,1,OUTRO,Ano-2014,2014-07-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2015,1,21,OUTRO,Ano-2015,2015-01-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2016,1,27,OUTRO,Ano-2016,2016-01-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2016,2,2,OUTRO,Ano-2016,2016-07-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2017,1,29,OUTRO,Ano-2017,2017-01-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2017,2,1,OUTRO,Ano-2017,2017-07-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2018,1,30,OUTRO,Ano-2018,2018-01-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2018,2,7,OUTRO,Ano-2018,2018-07-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2019,1,28,OUTRO,Ano-2019,2019-01-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2020,1,33,OUTRO,Ano-2020,2020-01-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2021,1,21,OUTRO,Ano-2021,2021-01-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2021,2,1,OUTRO,Ano-2021,2021-07-01,11L
11L-HISTÓRIA,INTEGRAL,JUIZ DE FORA,2022,2,1,OUTRO,Ano-2022,2022-07-01,11L
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1980,1,1,OUTRO,Ano-1980,1980-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1982,1,1,OUTRO,Ano-1982,1982-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1983,1,1,OUTRO,Ano-1983,1983-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1984,2,1,OUTRO,Ano-1984,1984-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1986,2,2,OUTRO,Ano-1986,1986-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1987,1,1,OUTRO,Ano-1987,1987-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1987,2,1,OUTRO,Ano-1987,1987-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1988,1,691,OUTRO,Ano-1988,1988-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1988,2,1,OUTRO,Ano-1988,1988-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1989,1,4,OUTRO,Ano-1989,1989-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1989,2,2,OUTRO,Ano-1989,1989-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1990,1,1,OUTRO,Ano-1990,1990-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1991,1,3,OUTRO,Ano-1991,1991-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1991,2,2,OUTRO,Ano-1991,1991-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1992,1,3,OUTRO,Ano-1992,1992-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1992,2,1,OUTRO,Ano-1992,1992-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1993,1,2,OUTRO,Ano-1993,1993-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1993,2,3,OUTRO,Ano-1993,1993-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1994,1,2,OUTRO,Ano-1994,1994-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1994,2,2,OUTRO,Ano-1994,1994-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1995,1,2,OUTRO,Ano-1995,1995-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1995,2,4,OUTRO,Ano-1995,1995-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1996,1,2,OUTRO,Ano-1996,1996-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1996,2,1,OUTRO,Ano-1996,1996-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1997,1,2,OUTRO,Ano-1997,1997-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1997,2,12,OUTRO,Ano-1997,1997-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1998,1,7,OUTRO,Ano-1998,1998-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1998,2,21,OUTRO,Ano-1998,1998-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1999,1,23,OUTRO,Ano-1999,1999-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,1999,2,22,OUTRO,Ano-1999,1999-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2000,1,46,OUTRO,Ano-2000,2000-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2000,2,11,OUTRO,Ano-2000,2000-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2001,1,10,OUTRO,Ano-2001,2001-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2001,2,13,OUTRO,Ano-2001,2001-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2002,1,24,OUTRO,Ano-2002,2002-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2002,2,26,OUTRO,Ano-2002,2002-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2003,1,28,OUTRO,Ano-2003,2003-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2003,2,25,OUTRO,Ano-2003,2003-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2004,1,37,OUTRO,Ano-2004,2004-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2004,2,43,OUTRO,Ano-2004,2004-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2005,1,37,OUTRO,Ano-2005,2005-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2005,2,26,OUTRO,Ano-2005,2005-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2006,1,32,OUTRO,Ano-2006,2006-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2006,2,31,OUTRO,Ano-2006,2006-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2007,1,26,OUTRO,Ano-2007,2007-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2007,2,26,OUTRO,Ano-2007,2007-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2008,1,26,OUTRO,Ano-2008,2008-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2008,2,30,OUTRO,Ano-2008,2008-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2009,1,25,OUTRO,Ano-2009,2009-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2009,2,27,OUTRO,Ano-2009,2009-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2010,1,31,OUTRO,Ano-2010,2010-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2010,2,35,OUTRO,Ano-2010,2010-07-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2011,1,32,OUTRO,Ano-2011,2011-01-01,12A
12A-COMUNICAÇÃO SOCIAL,INTEGRAL,JUIZ DE FORA,2011,2,39,OUTRO,Ano-2011,2011-07-01,12A
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2010,1,4,OUTRO,Ano-2010,2010-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2011,2,1,OUTRO,Ano-2011,2011-07-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2012,1,11,OUTRO,Ano-2012,2012-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2012,2,1,OUTRO,Ano-2012,2012-07-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2013,1,10,OUTRO,Ano-2013,2013-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2014,1,32,OUTRO,Ano-2014,2014-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2015,1,7,OUTRO,Ano-2015,2015-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2016,1,10,OUTRO,Ano-2016,2016-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2017,1,11,OUTRO,Ano-2017,2017-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2018,1,12,OUTRO,Ano-2018,2018-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2019,1,7,OUTRO,Ano-2019,2019-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2020,1,27,OUTRO,Ano-2020,2020-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2021,1,43,OUTRO,Ano-2021,2021-01-01,13ABI
13ABI-ABI - LETRAS,INTEGRAL,JUIZ DE FORA,2022,1,37,OUTRO,Ano-2022,2022-01-01,13ABI
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1970,1,1,OUTRO,Ano-1970,1970-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1972,1,1,OUTRO,Ano-1972,1972-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1980,1,1,OUTRO,Ano-1980,1980-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1981,1,2,OUTRO,Ano-1981,1981-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1983,1,2,OUTRO,Ano-1983,1983-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1983,2,1,OUTRO,Ano-1983,1983-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1984,1,3,OUTRO,Ano-1984,1984-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1985,1,2,OUTRO,Ano-1985,1985-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1986,1,7,OUTRO,Ano-1986,1986-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1986,2,2,OUTRO,Ano-1986,1986-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1987,1,5,OUTRO,Ano-1987,1987-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1988,1,709,OUTRO,Ano-1988,1988-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1988,2,1,OUTRO,Ano-1988,1988-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1989,1,4,OUTRO,Ano-1989,1989-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1990,1,7,OUTRO,Ano-1990,1990-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1991,1,4,OUTRO,Ano-1991,1991-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1992,1,6,OUTRO,Ano-1992,1992-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1993,1,3,OUTRO,Ano-1993,1993-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1994,1,10,OUTRO,Ano-1994,1994-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1994,2,1,OUTRO,Ano-1994,1994-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1995,1,12,OUTRO,Ano-1995,1995-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1996,1,14,OUTRO,Ano-1996,1996-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1997,1,13,OUTRO,Ano-1997,1997-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1998,1,21,OUTRO,Ano-1998,1998-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1999,1,37,OUTRO,Ano-1999,1999-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,1999,2,1,OUTRO,Ano-1999,1999-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2000,1,38,OUTRO,Ano-2000,2000-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2001,1,44,OUTRO,Ano-2001,2001-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2001,2,1,OUTRO,Ano-2001,2001-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2002,1,38,OUTRO,Ano-2002,2002-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2002,2,2,OUTRO,Ano-2002,2002-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2003,1,45,OUTRO,Ano-2003,2003-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2003,2,1,OUTRO,Ano-2003,2003-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2004,1,48,OUTRO,Ano-2004,2004-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2004,2,13,OUTRO,Ano-2004,2004-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2005,1,52,OUTRO,Ano-2005,2005-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2006,1,44,OUTRO,Ano-2006,2006-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2006,2,2,OUTRO,Ano-2006,2006-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2007,1,37,OUTRO,Ano-2007,2007-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2007,2,1,OUTRO,Ano-2007,2007-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2008,1,37,OUTRO,Ano-2008,2008-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2008,2,1,OUTRO,Ano-2008,2008-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2009,1,35,OUTRO,Ano-2009,2009-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2009,2,3,OUTRO,Ano-2009,2009-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2010,1,25,OUTRO,Ano-2010,2010-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2010,2,2,OUTRO,Ano-2010,2010-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2011,1,25,OUTRO,Ano-2011,2011-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2012,1,2,OUTRO,Ano-2012,2012-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2012,2,2,OUTRO,Ano-2012,2012-07-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2013,1,1,OUTRO,Ano-2013,2013-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2015,1,2,OUTRO,Ano-2015,2015-01-01,13A
13A-LETRAS,INTEGRAL,JUIZ DE FORA,2015,2,1,OUTRO,Ano-2015,2015-07-01,13A
13BES-LETRAS,INTEGRAL,JUIZ DE FORA,2018,2,2,OUTRO,Ano-2018,2018-07-01,13BES
13BES-LETRAS,INTEGRAL,JUIZ DE FORA,2020,2,3,OUTRO,Ano-2020,2020-07-01,13BES
13BES-LETRAS,INTEGRAL,JUIZ DE FORA,2021,1,3,OUTRO,Ano-2021,2021-01-01,13BES
13BES-LETRAS,INTEGRAL,JUIZ DE FORA,2022,1,3,OUTRO,Ano-2022,2022-01-01,13BES
13BES-LETRAS,INTEGRAL,JUIZ DE FORA,2022,2,3,OUTRO,Ano-2022,2022-07-01,13BES
13BFR-LETRAS,INTEGRAL,JUIZ DE FORA,2018,1,1,OUTRO,Ano-2018,2018-01-01,13BFR
13BFR-LETRAS,INTEGRAL,JUIZ DE FORA,2019,1,3,OUTRO,Ano-2019,2019-01-01,13BFR
13BFR-LETRAS,INTEGRAL,JUIZ DE FORA,2020,1,3,OUTRO,Ano-2020,2020-01-01,13BFR
13BFR-LETRAS,INTEGRAL,JUIZ DE FORA,2021,1,1,OUTRO,Ano-2021,2021-01-01,13BFR
13BFR-LETRAS,INTEGRAL,JUIZ DE FORA,2022,2,2,OUTRO,Ano-2022,2022-07-01,13BFR
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2012,1,1,OUTRO,Ano-2012,2012-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2014,2,1,OUTRO,Ano-2014,2014-07-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2015,1,2,OUTRO,Ano-2015,2015-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2016,1,5,OUTRO,Ano-2016,2016-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2016,2,3,OUTRO,Ano-2016,2016-07-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2017,1,2,OUTRO,Ano-2017,2017-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2017,2,3,OUTRO,Ano-2017,2017-07-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2018,1,6,OUTRO,Ano-2018,2018-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2018,2,2,OUTRO,Ano-2018,2018-07-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2019,1,9,OUTRO,Ano-2019,2019-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2019,2,4,OUTRO,Ano-2019,2019-07-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2020,1,13,OUTRO,Ano-2020,2020-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2020,2,3,OUTRO,Ano-2020,2020-07-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2021,1,9,OUTRO,Ano-2021,2021-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2021,2,3,OUTRO,Ano-2021,2021-07-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2022,1,1,OUTRO,Ano-2022,2022-01-01,13BIN
13BIN-LETRAS,INTEGRAL,JUIZ DE FORA,2022,2,2,OUTRO,Ano-2022,2022-07-01,13BIN
13B-LETRAS,INTEGRAL,JUIZ DE FORA,1999,2,1,OUTRO,Ano-1999,1999-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2006,2,1,OUTRO,Ano-2006,2006-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2007,1,3,OUTRO,Ano-2007,2007-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2009,1,1,OUTRO,Ano-2009,2009-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2010,2,1,OUTRO,Ano-2010,2010-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2011,1,2,OUTRO,Ano-2011,2011-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2012,1,4,OUTRO,Ano-2012,2012-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2013,1,10,OUTRO,Ano-2013,2013-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2014,1,5,OUTRO,Ano-2014,2014-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2014,2,1,OUTRO,Ano-2014,2014-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2015,1,10,OUTRO,Ano-2015,2015-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2015,2,2,OUTRO,Ano-2015,2015-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2016,1,5,OUTRO,Ano-2016,2016-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2016,2,5,OUTRO,Ano-2016,2016-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2017,1,11,OUTRO,Ano-2017,2017-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2017,2,2,OUTRO,Ano-2017,2017-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2018,1,5,OUTRO,Ano-2018,2018-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2018,2,1,OUTRO,Ano-2018,2018-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2019,1,6,OUTRO,Ano-2019,2019-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2019,2,2,OUTRO,Ano-2019,2019-07-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2021,1,1,OUTRO,Ano-2021,2021-01-01,13B
13B-LETRAS,INTEGRAL,JUIZ DE FORA,2021,2,13,OUTRO,Ano-2021,2021-07-01,13B
13BLT-LETRAS,INTEGRAL,JUIZ DE FORA,2020,1,1,OUTRO,Ano-2020,2020-01-01,13BLT
13BLT-LETRAS,INTEGRAL,JUIZ DE FORA,2020,2,1,OUTRO,Ano-2020,2020-07-01,13BLT
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,1994,2,1,OUTRO,Ano-1994,1994-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,1998,2,1,OUTRO,Ano-1998,1998-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2004,2,1,OUTRO,Ano-2004,2004-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2005,2,1,OUTRO,Ano-2005,2005-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2006,1,2,OUTRO,Ano-2006,2006-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2006,2,1,OUTRO,Ano-2006,2006-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2007,2,6,OUTRO,Ano-2007,2007-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2008,1,3,OUTRO,Ano-2008,2008-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2008,2,3,OUTRO,Ano-2008,2008-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2009,1,2,OUTRO,Ano-2009,2009-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2009,2,5,OUTRO,Ano-2009,2009-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2010,1,6,OUTRO,Ano-2010,2010-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2011,1,1,OUTRO,Ano-2011,2011-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2011,2,2,OUTRO,Ano-2011,2011-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2012,1,1,OUTRO,Ano-2012,2012-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2013,1,6,OUTRO,Ano-2013,2013-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2015,1,4,OUTRO,Ano-2015,2015-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2015,2,2,OUTRO,Ano-2015,2015-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2016,1,5,OUTRO,Ano-2016,2016-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2016,2,6,OUTRO,Ano-2016,2016-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2017,1,5,OUTRO,Ano-2017,2017-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2017,2,8,OUTRO,Ano-2017,2017-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2018,1,4,OUTRO,Ano-2018,2018-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2018,2,4,OUTRO,Ano-2018,2018-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2019,1,4,OUTRO,Ano-2019,2019-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2019,2,2,OUTRO,Ano-2019,2019-07-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2020,1,4,OUTRO,Ano-2020,2020-01-01,13LES
13LES-LETRAS,INTEGRAL,JUIZ DE FORA,2020,2,1,OUTRO,Ano-2020,2020-07-01,13LES
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2006,1,2,OUTRO,Ano-2006,2006-01-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2006,2,2,OUTRO,Ano-2006,2006-07-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2009,1,2,OUTRO,Ano-2009,2009-01-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2011,2,1,OUTRO,Ano-2011,2011-07-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2015,1,3,OUTRO,Ano-2015,2015-01-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2016,1,3,OUTRO,Ano-2016,2016-01-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2016,2,2,OUTRO,Ano-2016,2016-07-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2017,1,3,OUTRO,Ano-2017,2017-01-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2017,2,2,OUTRO,Ano-2017,2017-07-01,13LFR
13LFR-LETRAS,INTEGRAL,JUIZ DE FORA,2018,1,8,OUTRO,Ano-2018,2018-01-01,13LFR
